u,obs_2017,fit_2017,obs_2021,fit_2021,obs_2025,fit_2025
0.7989949748743719,4.005905048925548,1.8781102893991501,1.0170508984044466,1.6320833453505148,1.0670472729907228,1.4182852099823722
0.8040201005025126,3.4946322683364786,1.8880814517271938,1.1880887932559399,1.6407483146343969,1.0638380470769508,1.4258150936830372
0.8090452261306533,3.6299142529963153,2.07547364730727,1.5265106125159822,1.8035926817523438,1.0588128401178918,1.5673273259291924
0.8140703517587939,3.0172259550363894,2.020028028282332,1.7117168615137215,1.7554102763345014,1.0473603904510445,1.5254566744209974
0.8190954773869347,2.729663992395577,1.8862078016209431,1.481802200007975,1.639120107201273,1.0887618813672892,1.4244001766521384
0.8241206030150754,2.2427725606305815,1.8429262320319755,1.5636627700567969,1.6015082963904272,1.1712760105656845,1.3917154028348913
0.8291457286432161,2.747396160570818,2.0534521636399132,1.8639331598963884,1.7844559479107438,1.1095985280232343,1.5506974481400275
0.8341708542713568,2.2890580443695354,1.9821087943174358,1.9601645382256274,1.722458350895471,1.1389295340948664,1.4968213546478017
0.8391959798994975,2.2805385882498195,1.989034264966855,2.10205502264315,1.728476605185131,1.0772314204774718,1.5020512352622044
0.8442211055276382,2.38926745122502,1.953781245287783,1.9902205959232804,1.6978416277739086,1.0292610761793985,1.4754293501150646
0.8492462311557789,2.6771354440186257,2.012086594603364,1.9063298878103534,1.748509147194851,1.0474548814841593,1.5194595729746603
0.8542713567839196,2.917147230387,2.117375862124693,2.184658332101726,1.8400058292244734,0.9774976508105337,1.5989704577923738
0.8592964824120604,2.6533052207514465,2.0589441029617923,2.081017770199656,1.789228459275762,1.0373716900299028,1.5548447745022265
0.864321608040201,2.7851187075206014,2.1579788873950947,2.1028963908878873,1.8752899771729252,1.1260137953641456,1.6296324857609095
0.8693467336683417,3.2057983645636963,2.189993594224604,2.076625914689213,1.9031108512278974,1.0353752619418344,1.6538089068446473
0.8743718592964824,3.896683823183176,2.349824756255901,2.135741610366286,2.042004599423459,1.023119283594325,1.77450798105919
0.8793969849246231,4.430876679293023,2.4723459030314445,2.2210308059698374,2.1484758350235706,1.0077369313496678,1.8670317968130699
0.8844221105527639,4.062972972437286,2.3533209048966577,2.1202230740724337,2.045042762837853,0.9928455448099944,1.777148153969734
